,latitude,longitude,state,report_date,coords,index_right,lga_code,lga_name,population
0,-37.6765,145.8943,VIC,2023-03-04,POINT (145.8943 -37.6765),275,27450,Yarra Ranges (S),144541
19,-37.896107,145.42506,VIC,2022-12-11,POINT (145.42506 -37.896107),275,27450,Yarra Ranges (S),144541
28,-37.817253,145.30528,VIC,2022-11-08,POINT (145.30528 -37.817253),275,27450,Yarra Ranges (S),144541
106,-37.818157,145.35585,VIC,2022-12-12,POINT (145.35585 -37.818157),275,27450,Yarra Ranges (S),144541
139,-37.63624,145.4923,VIC,2022-12-11,POINT (145.4923 -37.63624),275,27450,Yarra Ranges (S),144541
158,-37.787766,145.3294,VIC,2023-01-17,POINT (145.3294 -37.787766),275,27450,Yarra Ranges (S),144541
159,-37.705727,145.82602,VIC,2022-11-13,POINT (145.82602 -37.705727),275,27450,Yarra Ranges (S),144541
239,-37.904358,145.42403,VIC,2022-12-11,POINT (145.42403 -37.904358),275,27450,Yarra Ranges (S),144541
322,-37.949566,145.32906,VIC,2022-12-12,POINT (145.32906 -37.949566),275,27450,Yarra Ranges (S),144541
360,-37.716564,145.34254,VIC,2022-12-11,POINT (145.34254 -37.716564),275,27450,Yarra Ranges (S),144541
395,-37.757065,145.42172,VIC,2023-02-24,POINT (145.42172 -37.757065),275,27450,Yarra Ranges (S),144541
404,-37.966175,145.30396,VIC,2023-03-04,POINT (145.30396 -37.966175),275,27450,Yarra Ranges (S),144541
427,-37.80645,145.30801,VIC,2022-11-13,POINT (145.30801 -37.80645),275,27450,Yarra Ranges (S),144541
431,-37.785053,145.311,VIC,2022-12-07,POINT (145.311 -37.785053),275,27450,Yarra Ranges (S),144541
444,-37.6765,145.8943,VIC,2023-02-27,POINT (145.8943 -37.6765),275,27450,Yarra Ranges (S),144541
486,-37.80645,145.30801,VIC,2022-11-08,POINT (145.30801 -37.80645),275,27450,Yarra Ranges (S),144541
549,-37.785667,145.52658,VIC,2022-12-11,POINT (145.52658 -37.785667),275,27450,Yarra Ranges (S),144541
579,-37.894802,145.43892,VIC,2022-12-11,POINT (145.43892 -37.894802),275,27450,Yarra Ranges (S),144541
591,-37.818214,145.35208,VIC,2022-12-12,POINT (145.35208 -37.818214),275,27450,Yarra Ranges (S),144541
594,-37.912926,145.3548,VIC,2022-12-17,POINT (145.3548 -37.912926),275,27450,Yarra Ranges (S),144541
629,-37.908993,145.44264,VIC,2022-12-11,POINT (145.44264 -37.908993),275,27450,Yarra Ranges (S),144541
658,-37.90046,145.41759,VIC,2022-12-11,POINT (145.41759 -37.90046),275,27450,Yarra Ranges (S),144541
1,-38.134556,145.33496,VIC,2022-12-12,POINT (145.33496 -38.134556),24,21610,Casey (C),252382
79,-38.042896,145.34126,VIC,2022-11-23,POINT (145.34126 -38.042896),24,21610,Casey (C),252382
86,-38.080025,145.25832,VIC,2022-12-18,POINT (145.25832 -38.080025),24,21610,Casey (C),252382
95,-38.025173,145.25926,VIC,2023-02-23,POINT (145.25926 -38.025173),24,21610,Casey (C),252382
216,-38.02823,145.25499,VIC,2022-12-17,POINT (145.25499 -38.02823),24,21610,Casey (C),252382
233,-38.07989,145.32802,VIC,2023-01-16,POINT (145.32802 -38.07989),24,21610,Casey (C),252382
256,-38.038387,145.36298,VIC,2023-01-17,POINT (145.36298 -38.038387),24,21610,Casey (C),252382
268,-38.053722,145.3161,VIC,2022-12-05,POINT (145.3161 -38.053722),24,21610,Casey (C),252382
330,-38.08917,145.3436,VIC,2022-12-07,POINT (145.3436 -38.08917),24,21610,Casey (C),252382
333,-38.006615,145.27245,VIC,2023-01-17,POINT (145.27245 -38.006615),24,21610,Casey (C),252382
375,-38.13246,145.32639,VIC,2022-11-23,POINT (145.32639 -38.13246),24,21610,Casey (C),252382
400,-38.031006,145.26114,VIC,2023-02-23,POINT (145.26114 -38.031006),24,21610,Casey (C),252382
407,-38.041885,145.2797,VIC,2022-12-12,POINT (145.2797 -38.041885),24,21610,Casey (C),252382
552,-38.10069,145.30962,VIC,2023-02-23,POINT (145.30962 -38.10069),24,21610,Casey (C),252382
577,-38.050205,145.34848,VIC,2023-02-23,POINT (145.34848 -38.050205),24,21610,Casey (C),252382
580,-38.09376,145.33391,VIC,2022-12-12,POINT (145.33391 -38.09376),24,21610,Casey (C),252382
582,-38.02009,145.27385,VIC,2023-01-17,POINT (145.27385 -38.02009),24,21610,Casey (C),252382
2,-28.37765,151.49335,QLD,2023-01-18,POINT (151.49335 -28.37765),357,33610,Goondiwindi (R),10628
53,-28.852215,151.27399,QLD,2023-01-17,POINT (151.27399 -28.852215),357,33610,Goondiwindi (R),10628
65,-28.852215,151.27399,QLD,2023-01-18,POINT (151.27399 -28.852215),357,33610,Goondiwindi (R),10628
156,-27.85551,150.44313,QLD,2022-12-18,POINT (150.44313 -27.85551),357,33610,Goondiwindi (R),10628
207,-28.491446,150.89125,QLD,2022-12-18,POINT (150.89125 -28.491446),357,33610,Goondiwindi (R),10628
247,-28.605705,148.97878,QLD,2022-12-18,POINT (148.97878 -28.605705),357,33610,Goondiwindi (R),10628
270,-28.37765,151.49335,QLD,2023-01-23,POINT (151.49335 -28.37765),357,33610,Goondiwindi (R),10628
278,-28.492783,150.90164,QLD,2022-12-18,POINT (150.90164 -28.492783),357,33610,Goondiwindi (R),10628
288,-27.85551,150.44313,QLD,2022-12-17,POINT (150.44313 -27.85551),357,33610,Goondiwindi (R),10628
299,-28.428587,151.3522,QLD,2022-12-18,POINT (151.3522 -28.428587),357,33610,Goondiwindi (R),10628
331,-28.491446,150.89125,QLD,2022-12-17,POINT (150.89125 -28.491446),357,33610,Goondiwindi (R),10628
501,-28.534653,150.86012,QLD,2023-02-25,POINT (150.86012 -28.534653),357,33610,Goondiwindi (R),10628
517,-28.428587,151.3522,QLD,2022-12-17,POINT (151.3522 -28.428587),357,33610,Goondiwindi (R),10628
559,-28.492783,150.90164,QLD,2022-12-17,POINT (150.90164 -28.492783),357,33610,Goondiwindi (R),10628
575,-28.33987,151.50739,QLD,2023-01-16,POINT (151.50739 -28.33987),357,33610,Goondiwindi (R),10628
660,-28.33987,151.50739,QLD,2023-01-17,POINT (151.50739 -28.33987),357,33610,Goondiwindi (R),10628
679,-28.33987,151.50739,QLD,2023-01-18,POINT (151.50739 -28.33987),357,33610,Goondiwindi (R),10628
3,-37.558475,144.81235,VIC,2023-02-23,POINT (144.81235 -37.558475),88,23270,Hume (C),167562
26,-37.589878,144.71524,VIC,2022-12-08,POINT (144.71524 -37.589878),88,23270,Hume (C),167562
89,-37.558475,144.81235,VIC,2023-02-25,POINT (144.81235 -37.558475),88,23270,Hume (C),167562
98,-37.558475,144.81235,VIC,2023-02-24,POINT (144.81235 -37.558475),88,23270,Hume (C),167562
226,-37.592342,144.9174,VIC,2023-02-25,POINT (144.9174 -37.592342),88,23270,Hume (C),167562
279,-37.610397,144.90202,VIC,2023-02-23,POINT (144.90202 -37.610397),88,23270,Hume (C),167562
348,-37.65487,144.88362,VIC,2022-12-17,POINT (144.88362 -37.65487),88,23270,Hume (C),167562
443,-37.579235,144.92084,VIC,2023-02-23,POINT (144.92084 -37.579235),88,23270,Hume (C),167562
459,-37.57717,144.69885,VIC,2022-12-17,POINT (144.69885 -37.57717),88,23270,Hume (C),167562
526,-37.55001,144.6929,VIC,2023-02-23,POINT (144.6929 -37.55001),88,23270,Hume (C),167562
666,-37.560574,144.69406,VIC,2023-02-24,POINT (144.69406 -37.560574),88,23270,Hume (C),167562
4,-38.10903,145.13391,VIC,2022-11-13,POINT (145.13391 -38.10903),32,22170,Frankston (C),126458
88,-38.145332,145.1719,VIC,2023-02-23,POINT (145.1719 -38.145332),32,22170,Frankston (C),126458
136,-38.16335,145.19464,VIC,2023-02-25,POINT (145.19464 -38.16335),32,22170,Frankston (C),126458
234,-38.150715,145.12967,VIC,2022-11-23,POINT (145.12967 -38.150715),32,22170,Frankston (C),126458
302,-38.123672,145.13655,VIC,2022-12-17,POINT (145.13655 -38.123672),32,22170,Frankston (C),126458
327,-38.119896,145.1252,VIC,2022-11-23,POINT (145.1252 -38.119896),32,22170,Frankston (C),126458
356,-38.123722,145.13634,VIC,2022-12-17,POINT (145.13634 -38.123722),32,22170,Frankston (C),126458
429,-38.118042,145.156,VIC,2023-02-25,POINT (145.156 -38.118042),32,22170,Frankston (C),126458
498,-38.16392,145.11296,VIC,2023-02-23,POINT (145.11296 -38.16392),32,22170,Frankston (C),126458
499,-38.10903,145.13391,VIC,2022-11-08,POINT (145.13391 -38.10903),32,22170,Frankston (C),126458
5,-38.22901,146.40706,VIC,2023-03-04,POINT (146.40706 -38.22901),82,23810,Latrobe (C),72396
55,-38.229202,146.4074,VIC,2023-03-04,POINT (146.4074 -38.229202),82,23810,Latrobe (C),72396
273,-38.228096,146.43184,VIC,2023-02-27,POINT (146.43184 -38.228096),82,23810,Latrobe (C),72396
314,-38.18798,146.25002,VIC,2022-12-06,POINT (146.25002 -38.18798),82,23810,Latrobe (C),72396
421,-38.229702,146.42786,VIC,2023-02-23,POINT (146.42786 -38.229702),82,23810,Latrobe (C),72396
554,-38.198383,146.539,VIC,2022-12-05,POINT (146.539 -38.198383),82,23810,Latrobe (C),72396
588,-38.205452,146.52115,VIC,2023-02-24,POINT (146.52115 -38.205452),82,23810,Latrobe (C),72396
590,-38.196857,146.53369,VIC,2022-12-08,POINT (146.53369 -38.196857),82,23810,Latrobe (C),72396
622,-38.314537,146.40872,VIC,2022-12-11,POINT (146.40872 -38.314537),82,23810,Latrobe (C),72396
6,-34.462013,142.15294,VIC,2022-12-07,POINT (142.15294 -34.462013),129,24780,Mildura (RC),50979
51,-34.462013,142.15294,VIC,2022-12-08,POINT (142.15294 -34.462013),129,24780,Mildura (RC),50979
145,-34.307346,142.19035,VIC,2023-02-27,POINT (142.19035 -34.307346),129,24780,Mildura (RC),50979
164,-34.235043,142.16115,VIC,2022-11-24,POINT (142.16115 -34.235043),129,24780,Mildura (RC),50979
328,-34.462013,142.15294,VIC,2022-12-05,POINT (142.15294 -34.462013),129,24780,Mildura (RC),50979
469,-34.22633,142.1594,VIC,2022-12-02,POINT (142.1594 -34.22633),129,24780,Mildura (RC),50979
494,-34.462013,142.15294,VIC,2022-12-06,POINT (142.15294 -34.462013),129,24780,Mildura (RC),50979
589,-34.196194,142.13783,VIC,2023-02-24,POINT (142.13783 -34.196194),129,24780,Mildura (RC),50979
627,-34.187252,142.08238,VIC,2022-12-05,POINT (142.08238 -34.187252),129,24780,Mildura (RC),50979
642,-34.256763,142.2208,VIC,2023-02-27,POINT (142.2208 -34.256763),129,24780,Mildura (RC),50979
671,-34.22635,142.1022,VIC,2022-12-11,POINT (142.1022 -34.22635),129,24780,Mildura (RC),50979
7,-37.55497,148.9403,VIC,2022-12-11,POINT (148.9403 -37.55497),51,22110,East Gippsland (S),42196
185,-37.67986,147.85797,VIC,2022-12-17,POINT (147.85797 -37.67986),51,22110,East Gippsland (S),42196
435,-36.7218,147.6417,VIC,2023-01-17,POINT (147.6417 -36.7218),51,22110,East Gippsland (S),42196
472,-37.82386,147.63162,VIC,2023-01-23,POINT (147.63162 -37.82386),51,22110,East Gippsland (S),42196
505,-37.71156,148.65967,VIC,2023-02-25,POINT (148.65967 -37.71156),51,22110,East Gippsland (S),42196
631,-36.7218,147.6417,VIC,2023-01-18,POINT (147.6417 -36.7218),51,22110,East Gippsland (S),42196
639,-37.69015,148.62427,VIC,2023-01-16,POINT (148.62427 -37.69015),51,22110,East Gippsland (S),42196
8,-36.67115,144.3785,VIC,2022-12-17,POINT (144.3785 -36.67115),61,22620,Greater Bendigo (C),100617
44,-36.8052,144.2481,VIC,2023-02-25,POINT (144.2481 -36.8052),61,22620,Greater Bendigo (C),100617
56,-36.7958,144.49692,VIC,2022-12-11,POINT (144.49692 -36.7958),61,22620,Greater Bendigo (C),100617
58,-36.8052,144.2481,VIC,2023-02-23,POINT (144.2481 -36.8052),61,22620,Greater Bendigo (C),100617
260,-36.722374,144.25893,VIC,2023-02-23,POINT (144.25893 -36.722374),61,22620,Greater Bendigo (C),100617
265,-36.8052,144.2481,VIC,2023-02-27,POINT (144.2481 -36.8052),61,22620,Greater Bendigo (C),100617
373,-36.79,144.24258,VIC,2022-12-11,POINT (144.24258 -36.79),61,22620,Greater Bendigo (C),100617
374,-36.495598,144.60779,VIC,2022-12-11,POINT (144.60779 -36.495598),61,22620,Greater Bendigo (C),100617
403,-36.8052,144.2481,VIC,2023-03-04,POINT (144.2481 -36.8052),61,22620,Greater Bendigo (C),100617
576,-36.7826,144.1313,VIC,2023-01-17,POINT (144.1313 -36.7826),61,22620,Greater Bendigo (C),100617
586,-36.71014,144.25014,VIC,2022-12-06,POINT (144.25014 -36.71014),61,22620,Greater Bendigo (C),100617
605,-36.71182,144.28473,VIC,2022-12-17,POINT (144.28473 -36.71182),61,22620,Greater Bendigo (C),100617
625,-36.8052,144.2481,VIC,2023-02-24,POINT (144.2481 -36.8052),61,22620,Greater Bendigo (C),100617
9,-36.14257,144.75526,VIC,2022-12-18,POINT (144.75526 -36.14257),22,21370,Campaspe (S),36365
14,-36.596733,145.02827,VIC,2023-01-23,POINT (145.02827 -36.596733),22,21370,Campaspe (S),36365
59,-36.55426,144.61763,VIC,2023-02-25,POINT (144.61763 -36.55426),22,21370,Campaspe (S),36365
160,-36.46509,144.90959,VIC,2023-03-04,POINT (144.90959 -36.46509),22,21370,Campaspe (S),36365
254,-36.596733,145.02827,VIC,2023-01-16,POINT (145.02827 -36.596733),22,21370,Campaspe (S),36365
334,-36.596733,145.02827,VIC,2023-01-18,POINT (145.02827 -36.596733),22,21370,Campaspe (S),36365
349,-36.596733,145.02827,VIC,2023-01-17,POINT (145.02827 -36.596733),22,21370,Campaspe (S),36365
378,-36.551697,144.61014,VIC,2023-02-24,POINT (144.61014 -36.551697),22,21370,Campaspe (S),36365
506,-36.311367,145.03453,VIC,2022-12-07,POINT (145.03453 -36.311367),22,21370,Campaspe (S),36365
620,-36.551697,144.61014,VIC,2023-02-25,POINT (144.61014 -36.551697),22,21370,Campaspe (S),36365
651,-36.31183,144.98128,VIC,2022-12-18,POINT (144.98128 -36.31183),22,21370,Campaspe (S),36365
705,-36.469887,144.93193,VIC,2022-12-06,POINT (144.93193 -36.469887),22,21370,Campaspe (S),36365
10,-37.6839,144.58171,VIC,2023-02-24,POINT (144.58171 -37.6839),128,24650,Melton (S),109259
54,-37.798866,144.73918,VIC,2023-02-23,POINT (144.73918 -37.798866),128,24650,Melton (S),109259
168,-37.684315,144.56818,VIC,2022-12-11,POINT (144.56818 -37.684315),128,24650,Melton (S),109259
175,-37.68317,144.57036,VIC,2022-12-07,POINT (144.57036 -37.68317),128,24650,Melton (S),109259
264,-37.723083,144.56087,VIC,2023-02-24,POINT (144.56087 -37.723083),128,24650,Melton (S),109259
339,-37.717934,144.67065,VIC,2022-12-11,POINT (144.67065 -37.717934),128,24650,Melton (S),109259
448,-37.66195,144.73418,VIC,2023-02-24,POINT (144.73418 -37.66195),128,24650,Melton (S),109259
561,-37.710274,144.74995,VIC,2022-12-17,POINT (144.74995 -37.710274),128,24650,Melton (S),109259
648,-37.70882,144.75487,VIC,2023-02-25,POINT (144.75487 -37.70882),128,24650,Melton (S),109259
676,-37.801945,144.74414,VIC,2022-11-24,POINT (144.74414 -37.801945),128,24650,Melton (S),109259
682,-37.707516,144.57706,VIC,2022-12-11,POINT (144.57706 -37.707516),128,24650,Melton (S),109259
11,-25.63465,151.61989,QLD,2022-12-05,POINT (151.61989 -25.63465),385,35760,North Burnett (R),10143
83,-25.18827,151.61377,QLD,2022-11-24,POINT (151.61377 -25.18827),385,35760,North Burnett (R),10143
306,-25.18827,151.61377,QLD,2022-11-23,POINT (151.61377 -25.18827),385,35760,North Burnett (R),10143
12,-35.34268,143.54291,VIC,2022-12-05,POINT (143.54291 -35.34268),229,26610,Swan Hill (RC),20449
696,-35.336792,143.5333,VIC,2023-01-16,POINT (143.5333 -35.336792),229,26610,Swan Hill (RC),20449
13,-27.566395,153.24161,QLD,2022-12-18,POINT (153.24161 -27.566395),391,36250,Redland (C),138666
121,-27.584488,153.22331,QLD,2022-12-05,POINT (153.22331 -27.584488),391,36250,Redland (C),138666
294,-27.607834,153.30174,QLD,2022-11-23,POINT (153.30174 -27.607834),391,36250,Redland (C),138666
15,-26.557924,152.98457,QLD,2022-11-23,POINT (152.98457 -26.557924),395,36710,Sunshine Coast (R),306909
24,-26.55175,152.90923,QLD,2022-11-24,POINT (152.90923 -26.55175),395,36710,Sunshine Coast (R),306909
42,-26.915138,152.99591,QLD,2022-11-08,POINT (152.99591 -26.915138),395,36710,Sunshine Coast (R),306909
97,-26.55175,152.90923,QLD,2022-11-23,POINT (152.90923 -26.55175),395,36710,Sunshine Coast (R),306909
583,-26.351225,152.90936,QLD,2022-11-08,POINT (152.90936 -26.351225),395,36710,Sunshine Coast (R),306909
593,-26.63288,153.0054,QLD,2022-12-17,POINT (153.0054 -26.63288),395,36710,Sunshine Coast (R),306909
16,-37.7103,144.3035,VIC,2023-02-23,POINT (144.3035 -37.7103),188,25150,Moorabool (S),28124
23,-37.68316,144.48347,VIC,2023-03-04,POINT (144.48347 -37.68316),188,25150,Moorabool (S),28124
415,-37.568134,144.10489,VIC,2022-12-05,POINT (144.10489 -37.568134),188,25150,Moorabool (S),28124
440,-37.7103,144.3035,VIC,2023-02-24,POINT (144.3035 -37.7103),188,25150,Moorabool (S),28124
524,-37.79006,144.43921,VIC,2022-12-17,POINT (144.43921 -37.79006),188,25150,Moorabool (S),28124
574,-37.68791,144.4425,VIC,2022-12-12,POINT (144.4425 -37.68791),188,25150,Moorabool (S),28124
700,-37.7103,144.3035,VIC,2023-02-25,POINT (144.3035 -37.7103),188,25150,Moorabool (S),28124
17,-27.625357,150.66032,QLD,2023-03-04,POINT (150.66032 -27.625357),417,37310,Western Downs (R),31590
64,-26.61276,150.54005,QLD,2022-12-18,POINT (150.54005 -26.61276),417,37310,Western Downs (R),31590
66,-27.391258,150.30415,QLD,2023-01-18,POINT (150.30415 -27.391258),417,37310,Western Downs (R),31590
74,-26.371878,150.17863,QLD,2023-02-24,POINT (150.17863 -26.371878),417,37310,Western Downs (R),31590
87,-27.261662,150.90839,QLD,2023-01-16,POINT (150.90839 -27.261662),417,37310,Western Downs (R),31590
140,-26.609749,150.16914,QLD,2023-02-25,POINT (150.16914 -26.609749),417,37310,Western Downs (R),31590
142,-27.954823,149.50998,QLD,2023-02-22,POINT (149.50998 -27.954823),417,37310,Western Downs (R),31590
148,-27.068233,150.433,QLD,2022-12-18,POINT (150.433 -27.068233),417,37310,Western Downs (R),31590
182,-27.280605,150.66872,QLD,2023-01-18,POINT (150.66872 -27.280605),417,37310,Western Downs (R),31590
189,-27.07056,150.45201,QLD,2022-11-23,POINT (150.45201 -27.07056),417,37310,Western Downs (R),31590
197,-27.07056,150.45201,QLD,2022-11-24,POINT (150.45201 -27.07056),417,37310,Western Downs (R),31590
205,-26.37357,150.29247,QLD,2022-12-18,POINT (150.29247 -26.37357),417,37310,Western Downs (R),31590
252,-26.37357,150.29247,QLD,2022-12-17,POINT (150.29247 -26.37357),417,37310,Western Downs (R),31590
275,-26.568031,150.936,QLD,2022-12-07,POINT (150.936 -26.568031),417,37310,Western Downs (R),31590
313,-27.003126,150.75304,QLD,2023-02-25,POINT (150.75304 -27.003126),417,37310,Western Downs (R),31590
350,-27.954823,149.50998,QLD,2023-02-23,POINT (149.50998 -27.954823),417,37310,Western Downs (R),31590
388,-26.537552,150.23254,QLD,2023-02-23,POINT (150.23254 -26.537552),417,37310,Western Downs (R),31590
405,-26.568031,150.936,QLD,2022-12-08,POINT (150.936 -26.568031),417,37310,Western Downs (R),31590
454,-27.046677,150.36607,QLD,2022-12-17,POINT (150.36607 -27.046677),417,37310,Western Downs (R),31590
491,-26.609749,150.16914,QLD,2023-02-24,POINT (150.16914 -26.609749),417,37310,Western Downs (R),31590
492,-27.954823,149.50998,QLD,2023-02-25,POINT (149.50998 -27.954823),417,37310,Western Downs (R),31590
503,-26.537552,150.23254,QLD,2023-02-22,POINT (150.23254 -26.537552),417,37310,Western Downs (R),31590
534,-27.07442,150.14815,QLD,2023-02-27,POINT (150.14815 -27.07442),417,37310,Western Downs (R),31590
539,-27.038704,150.4076,QLD,2022-12-17,POINT (150.4076 -27.038704),417,37310,Western Downs (R),31590
543,-26.609749,150.16914,QLD,2023-02-27,POINT (150.16914 -26.609749),417,37310,Western Downs (R),31590
547,-26.371878,150.17863,QLD,2023-02-23,POINT (150.17863 -26.371878),417,37310,Western Downs (R),31590
553,-27.954823,149.50998,QLD,2023-02-24,POINT (149.50998 -27.954823),417,37310,Western Downs (R),31590
592,-26.61276,150.54005,QLD,2022-12-17,POINT (150.54005 -26.61276),417,37310,Western Downs (R),31590
599,-27.07442,150.14815,QLD,2023-03-04,POINT (150.14815 -27.07442),417,37310,Western Downs (R),31590
601,-27.046677,150.36607,QLD,2022-12-11,POINT (150.36607 -27.046677),417,37310,Western Downs (R),31590
653,-26.609749,150.16914,QLD,2023-02-22,POINT (150.16914 -26.609749),417,37310,Western Downs (R),31590
661,-27.050896,151.54674,QLD,2023-01-23,POINT (151.54674 -27.050896),417,37310,Western Downs (R),31590
673,-27.076035,151.34123,QLD,2022-12-12,POINT (151.34123 -27.076035),417,37310,Western Downs (R),31590
678,-27.046677,150.36607,QLD,2022-12-12,POINT (150.36607 -27.046677),417,37310,Western Downs (R),31590
694,-27.046677,150.36607,QLD,2022-12-18,POINT (150.36607 -27.046677),417,37310,Western Downs (R),31590
18,-26.386604,146.26428,QLD,2022-12-08,POINT (146.26428 -26.386604),383,35600,Murweh (S),4619
656,-26.421667,146.25278,QLD,2022-12-05,POINT (146.25278 -26.421667),383,35600,Murweh (S),4619
20,-36.998074,145.86395,VIC,2022-12-17,POINT (145.86395 -36.998074),124,24250,Mansfield (S),7893
21,-37.983868,145.20554,VIC,2023-01-16,POINT (145.20554 -37.983868),54,22670,Greater Dandenong (C),135605
69,-38.02904,145.20247,VIC,2023-02-23,POINT (145.20247 -38.02904),54,22670,Greater Dandenong (C),135605
143,-38.02307,145.22417,VIC,2023-02-23,POINT (145.22417 -38.02307),54,22670,Greater Dandenong (C),135605
147,-37.967896,145.18715,VIC,2022-12-05,POINT (145.18715 -37.967896),54,22670,Greater Dandenong (C),135605
218,-37.959267,145.2111,VIC,2022-11-08,POINT (145.2111 -37.959267),54,22670,Greater Dandenong (C),135605
258,-37.979,145.2217,VIC,2022-12-05,POINT (145.2217 -37.979),54,22670,Greater Dandenong (C),135605
259,-37.96808,145.18692,VIC,2022-12-05,POINT (145.18692 -37.96808),54,22670,Greater Dandenong (C),135605
287,-37.98283,145.15099,VIC,2022-12-11,POINT (145.15099 -37.98283),54,22670,Greater Dandenong (C),135605
307,-37.991646,145.21529,VIC,2023-02-27,POINT (145.21529 -37.991646),54,22670,Greater Dandenong (C),135605
392,-37.993977,145.17326,VIC,2022-12-11,POINT (145.17326 -37.993977),54,22670,Greater Dandenong (C),135605
402,-37.948895,145.1735,VIC,2023-02-24,POINT (145.1735 -37.948895),54,22670,Greater Dandenong (C),135605
447,-38.023167,145.20969,VIC,2023-01-18,POINT (145.20969 -38.023167),54,22670,Greater Dandenong (C),135605
467,-37.965683,145.1788,VIC,2023-02-24,POINT (145.1788 -37.965683),54,22670,Greater Dandenong (C),135605
490,-37.99886,145.21553,VIC,2023-02-23,POINT (145.21553 -37.99886),54,22670,Greater Dandenong (C),135605
578,-37.97869,145.22195,VIC,2022-12-05,POINT (145.22195 -37.97869),54,22670,Greater Dandenong (C),135605
22,-37.743904,145.23714,VIC,2023-01-17,POINT (145.23714 -37.743904),123,24210,Manningham (C),111300
181,-37.744526,145.21198,VIC,2022-12-11,POINT (145.21198 -37.744526),123,24210,Manningham (C),111300
393,-37.747,145.17615,VIC,2023-01-18,POINT (145.17615 -37.747),123,24210,Manningham (C),111300
706,-37.740875,145.27733,VIC,2022-12-11,POINT (145.27733 -37.740875),123,24210,Manningham (C),111300
25,-38.323395,144.33008,VIC,2022-12-05,POINT (144.33008 -38.323395),209,26490,Surf Coast (S),25870
161,-38.335777,144.30852,VIC,2022-12-06,POINT (144.30852 -38.335777),209,26490,Surf Coast (S),25870
238,-38.3302,144.077,VIC,2022-12-11,POINT (144.077 -38.3302),209,26490,Surf Coast (S),25870
324,-38.437954,144.12479,VIC,2023-01-16,POINT (144.12479 -38.437954),209,26490,Surf Coast (S),25870
27,-23.252665,150.67729,QLD,2022-12-11,POINT (150.67729 -23.252665),393,36360,Rockhampton (R),109336
68,-22.89509,150.10805,QLD,2023-01-23,POINT (150.10805 -22.89509),393,36360,Rockhampton (R),109336
105,-23.294006,150.52113,QLD,2022-12-06,POINT (150.52113 -23.294006),393,36360,Rockhampton (R),109336
131,-23.673788,150.59857,QLD,2022-12-17,POINT (150.59857 -23.673788),393,36360,Rockhampton (R),109336
251,-23.105383,150.66414,QLD,2022-12-11,POINT (150.66414 -23.105383),393,36360,Rockhampton (R),109336
366,-23.118422,150.66333,QLD,2022-12-11,POINT (150.66333 -23.118422),393,36360,Rockhampton (R),109336
538,-23.284742,150.80362,QLD,2022-12-11,POINT (150.80362 -23.284742),393,36360,Rockhampton (R),109336
674,-23.614162,150.1593,QLD,2022-12-12,POINT (150.1593 -23.614162),393,36360,Rockhampton (R),109336
29,-18.200089,142.87437,QLD,2022-11-08,POINT (142.87437 -18.200089),324,33100,Etheridge (S),893
177,-18.536224,144.01407,QLD,2023-03-04,POINT (144.01407 -18.536224),324,33100,Etheridge (S),893
445,-19.009027,143.55836,QLD,2022-12-18,POINT (143.55836 -19.009027),324,33100,Etheridge (S),893
560,-19.009027,143.55836,QLD,2022-12-17,POINT (143.55836 -19.009027),324,33100,Etheridge (S),893
600,-18.225588,144.67053,QLD,2023-03-04,POINT (144.67053 -18.225588),324,33100,Etheridge (S),893
30,-23.857552,148.12468,QLD,2023-03-04,POINT (148.12468 -23.857552),310,32270,Central Highlands (R),28715
31,-36.546635,145.98303,VIC,2022-12-11,POINT (145.98303 -36.546635),7,21010,Benalla (RC),13647
194,-36.5474,145.98204,VIC,2023-01-17,POINT (145.98204 -36.5474),7,21010,Benalla (RC),13647
263,-36.535057,145.98051,VIC,2023-02-23,POINT (145.98051 -36.535057),7,21010,Benalla (RC),13647
357,-36.48436,146.012,VIC,2023-01-17,POINT (146.012 -36.48436),7,21010,Benalla (RC),13647
32,-37.667747,145.10281,VIC,2022-12-12,POINT (145.10281 -37.667747),199,25710,Nillumbik (S),60342
284,-37.71248,145.14969,VIC,2023-02-23,POINT (145.14969 -37.71248),199,25710,Nillumbik (S),60342
537,-37.57687,145.19545,VIC,2022-12-08,POINT (145.19545 -37.57687),199,25710,Nillumbik (S),60342
585,-37.677998,145.15762,VIC,2022-12-05,POINT (145.15762 -37.677998),199,25710,Nillumbik (S),60342
33,-13.257236,142.82765,QLD,2022-11-08,POINT (142.82765 -13.257236),320,32500,Cook (S),4152
138,-14.571389,143.0236,QLD,2022-12-07,POINT (143.0236 -14.571389),320,32500,Cook (S),4152
212,-12.739181,143.25352,QLD,2022-12-08,POINT (143.25352 -12.739181),320,32500,Cook (S),4152
240,-15.701471,145.2261,QLD,2022-12-11,POINT (145.2261 -15.701471),320,32500,Cook (S),4152
359,-15.679804,145.21115,QLD,2022-12-11,POINT (145.21115 -15.679804),320,32500,Cook (S),4152
518,-15.679804,145.21115,QLD,2022-12-17,POINT (145.21115 -15.679804),320,32500,Cook (S),4152
603,-15.679804,145.21115,QLD,2022-12-12,POINT (145.21115 -15.679804),320,32500,Cook (S),4152
657,-14.571389,143.0236,QLD,2022-12-08,POINT (143.0236 -14.571389),320,32500,Cook (S),4152
